ID;EN;NL;DE;FR;IT;ES
Export_Msg_NoParts;No parts found to export.;Geen onderdelen gevonden om te exporteren.;Keine Teile zum Exportieren gefunden.;Aucune pièce à exporter.;Nessuna parte da esportare trovata.;No se encontraron piezas para exportar.
Export_FileDialog_ExcelTitle;Export BOM to Excel;BOM naar Excel exporteren;BOM nach Excel exportieren;Exporter la BOM vers Excel;Esporta BOM in Excel;Exportar BOM a Excel
Export_FileFilter_Excel;Excel Workbook (*.xlsx)|*.xlsx|All files (*.*)|*.*;Excel-werkmap (*.xlsx)|*.xlsx|Alle bestanden (*.*)|*.*;Excel-Arbeitsmappe (*.xlsx)|*.xlsx|Alle Dateien (*.*)|*.*;Classeur Excel (*.xlsx)|*.xlsx|Tous les fichiers (*.*)|*.*;Cartella di lavoro di Excel (*.xlsx)|*.xlsx|Tutti i file (*.*)|*.*;Libro de Excel (*.xlsx)|*.xlsx|Todos los archivos (*.*)|*.*
Export_FileDialog_StepFolderTitle;Select folder to export STEP files;Selecteer map om STEP-bestanden te exporteren;Ordner zum Exportieren von STEP-Dateien auswählen;Sélectionnez le dossier pour exporter les fichiers STEP;Selezionare la cartella per esportare i file STEP;Seleccione la carpeta para exportar los archivos STEP
Export_Err_StepFailed;Failed to export STEP files:\n{0};Kan STEP-bestanden niet exporteren:\n{0};STEP-Dateien konnten nicht exportiert werden:\n{0};Échec de l'exportation des fichiers STEP :\n{0};Impossibile esportare i file STEP:\n{0};No se pudieron exportar los archivos STEP:\n{0}
Ribbon.Button.ImportDXFContours;Import DXF Contours;DXF-contouren importeren;DXF-Konturen importieren;Importer les contours DXF;Importa contorni DXF;Importar contornos DXF
Ribbon.Button.DXFToProfile;DXF -> Profile;DXF -> Profiel;DXF -> Profil;DXF -> Profil;DXF -> Profilo;DXF -> Perfil
Ribbon.Button.SaveDXFProfileCsv;Save DXFProfile CSV;DXFProfile-CSV opslaan;DXFProfile-CSV speichern;Enregistrer le CSV DXFProfile;Salva CSV DXFProfile;Guardar CSV DXFProfile
Ribbon.Button.LoadDXFProfileCsv;Load DXFProfile CSV;DXFProfile-CSV laden;DXFProfile-CSV laden;Charger le CSV DXFProfile;Carica CSV DXFProfile;Cargar CSV DXFProfile
Ribbon.Button.ExecuteJointLegacy;Execute Joint (Legacy);Verbinding uitvoeren (verouderd);Verbindung ausführen (Legacy);Exécuter l'assemblage (hérité);Esegui giunto (legacy);Ejecutar unión (heredado)
Construct_Hint_SetMode3D;3D mode without converting closed line loops to surfaces;3D-modus zonder gesloten lijnlussen naar oppervlakken te converteren;3D-Modus ohne Umwandlung geschlossener Linienschleifen in Flächen;Mode 3D sans convertir les boucles de lignes fermées en surfaces;Modalità 3D senza convertire i circuiti di linee chiuse in superfici;Modo 3D sin convertir los bucles de líneas cerradas en superficies
Construct_Hint_ExportExcel;Export frame data to an Excel file.;Frame-gegevens naar een Excel-bestand exporteren.;Rahmendaten in eine Excel-Datei exportieren.;Exporter les données du cadre vers un fichier Excel.;Esporta i dati del telaio in un file Excel.;Exportar los datos del marco a un archivo Excel.
Construct_Hint_ExportBOM;Create a bill-of-materials.;Een stuklijst (BOM) maken.;Eine Stückliste (BOM) erstellen.;Créer une nomenclature (BOM).;Creare una distinta base (BOM).;Crear una lista de materiales (BOM).
Construct_Hint_UpdateBOM;Update an existing bill-of-materials.;Een bestaande stuklijst (BOM) bijwerken.;Eine vorhandene Stückliste (BOM) aktualisieren.;Mettre à jour une nomenclature (BOM) existante.;Aggiornare una distinta base (BOM) esistente.;Actualizar una lista de materiales (BOM) existente.
Construct_Hint_ExportSTEP;Export frame as a STEP file.;Frame als STEP-bestand exporteren.;Rahmen als STEP-Datei exportieren.;Exporter le cadre en tant que fichier STEP.;Esporta il telaio come file STEP.;Exportar el marco como archivo STEP.
Construct_Hint_ImportDXFContours;Load DXF contours into the active document.;DXF-contouren in het actieve document laden.;DXF-Konturen in das aktive Dokument laden.;Charger les contours DXF dans le document actif.;Carica i contorni DXF nel documento attivo.;Cargar los contornos DXF en el documento activo.
Construct_Hint_DXFToProfile;Convert an open DXF window into a profile string and preview image.;Een geopend DXF-venster omzetten in een profielstring en voorbeeldafbeelding.;Ein geöffnetes DXF-Fenster in eine Profilzeichenfolge und ein Vorschaubild umwandeln.;Convertir une fenêtre DXF ouverte en chaîne de profil et image d'aperçu.;Converti una finestra DXF aperta in una stringa di profilo e un'immagine di anteprima.;Convertir una ventana DXF abierta en una cadena de perfil e imagen de vista previa.
Construct_Hint_SaveDXFProfileCsv;Save all collected DXFProfile objects to a CSV file.;Alle verzamelde DXFProfile-objecten opslaan in een CSV-bestand.;Alle gesammelten DXFProfile-Objekte in eine CSV-Datei speichern.;Enregistrer tous les objets DXFProfile collectés dans un fichier CSV.;Salva tutti gli oggetti DXFProfile raccolti in un file CSV.;Guardar todos los objetos DXFProfile recopilados en un archivo CSV.
Construct_Hint_LoadDXFProfileCsv;Load DXFProfile objects from a CSV file.;DXFProfile-objecten laden uit een CSV-bestand.;DXFProfile-Objekte aus einer CSV-Datei laden.;Charger des objets DXFProfile depuis un fichier CSV.;Carica oggetti DXFProfile da un file CSV.;Cargar objetos DXFProfile desde un archivo CSV.
Construct_Hint_Compare;Compare bodies to look for duplicates;Bodies vergelijken om duplicaten te vinden;Körper vergleichen, um Duplikate zu finden;Comparer les corps pour rechercher les doublons;Confronta i corpi per cercare duplicati;Comparar cuerpos para buscar duplicados
Construct_Hint_DetectClashes;Detect intersecting bodies in the model;Snijdende bodies in het model detecteren;Sich überschneidende Körper im Modell erkennen;Détecter les corps sécants dans le modèle;Rileva i corpi che si intersecano nel modello;Detectar cuerpos que se cruzan en el modelo
Construct_Hint_ExecuteJointLegacy;Applies a joint between selected components.;Past een verbinding toe tussen geselecteerde componenten.;Wendet eine Verbindung zwischen ausgewählten Komponenten an.;Applique un assemblage entre les composants sélectionnés.;Applica un giunto tra i componenti selezionati.;Aplica una unión entre los componentes seleccionados.
Construct_Net_Msg_NoHandle;No license handle available (activate or check your license files).;Geen licentiehandle beschikbaar (activeer of controleer uw licentiebestanden).;Kein Lizenz-Handle verfügbar (aktivieren oder überprüfen Sie Ihre Lizenzdateien).;Aucun handle de licence disponible (activez ou vérifiez vos fichiers de licence).;Nessun handle di licenza disponibile (attivare o verificare i file di licenza).;No hay ningún identificador de licencia disponible (active o compruebe sus archivos de licencia).
Construct_Net_Msg_NotNetwork;Current license is not a network license.;Huidige licentie is geen netwerklicentie.;Aktuelle Lizenz ist keine Netzwerklizenz.;La licence actuelle n'est pas une licence réseau.;La licenza corrente non è una licenza di rete.;La licencia actual no es una licencia de red.
Construct_Net_Err_ToggleFailed;Network license toggle failed:\n{0};Wisselen van netwerklicentie mislukt:\n{0};Umschalten der Netzwerklizenz fehlgeschlagen:\n{0};Échec du basculement de la licence réseau :\n{0};Attivazione/disattivazione della licenza di rete non riuscita:\n{0};Error al cambiar la licencia de red:\n{0}
Construct_Err_SetMode3D;SetMode3D error: {0};SetMode3D-fout: {0};SetMode3D-Fehler: {0};Erreur SetMode3D : {0};Errore SetMode3D: {0};Error de SetMode3D: {0}
UIManager_Hint_FrameGenerator;Open the profile selection sidebar;De zijbalk voor profielselectie openen;Die Seitenleiste zur Profilauswahl öffnen;Ouvrir la barre latérale de sélection de profil;Apri la barra laterale di selezione del profilo;Abrir la barra lateral de selección de perfil
UIManager_Hint_Settings;Open the settings sidebar;De instellingenzijbalk openen;Die Einstellungs-Seitenleiste öffnen;Ouvrir la barre latérale des paramètres;Apri la barra laterale delle impostazioni;Abrir la barra lateral de configuración
UIManager_Hint_Plate;Open the plate-creation pane;Het paneel voor plaatcreatie openen;Den Bereich zur Plattenerstellung öffnen;Ouvrir le volet de création de plaque;Apri il riquadro di creazione della piastra;Abrir el panel de creación de placas
UIManager_Hint_Fastener;Open the fastener insertion pane;Het paneel voor het invoegen van bevestigingsmiddelen openen;Den Bereich zum Einfügen von Befestigungselementen öffnen;Ouvrir le volet d'insertion de fixation;Apri il riquadro di inserimento dei fissaggi;Abrir el panel de inserción de elementos de fijación
UIManager_Hint_RibCutOut;Open the rib cut-out pane;Het paneel voor ribuitsparingen openen;Den Bereich für Rippenausschnitte öffnen;Ouvrir le volet de découpe de nervure;Apri il riquadro di ritaglio della nervatura;Abrir el panel de recorte de nervadura
UIManager_Hint_CustomProperties;Open the custom-properties pane;Het paneel voor aangepaste eigenschappen openen;Den Bereich für benutzerdefinierte Eigenschaften öffnen;Ouvrir le volet des propriétés personnalisées;Apri il riquadro delle proprietà personalizzate;Abrir el panel de propiedades personalizadas
UIManager_Hint_Engraving;Open the engraving pane;Het graveerpaneel openen;Den Gravurbereich öffnen;Ouvrir le volet de gravure;Apri il riquadro di incisione;Abrir el panel de grabado
UIManager_Hint_Connector;Open the connector pane;Het connectorpaneel openen;Den Verbinderbereich öffnen;Ouvrir le volet du connecteur;Apri il riquadro del connettore;Abrir el panel del conector
UIManager_Panel_Title;AESC Construct;AESC Construct;AESC Construct;AESC Construct;AESC Construct;AESC Construct
UIManager_Panel_Hint;AESC Construct tools panel;AESC Construct-gereedschapspaneel;AESC Construct-Werkzeugbereich;Panneau d'outils AESC Construct;Pannello degli strumenti AESC Construct;Panel de herramientas AESC Construct
UIManager_Tooltip_ClosePanel;Close panel;Paneel sluiten;Bereich schließen;Fermer le panneau;Chiudi il pannello;Cerrar el panel
Engraving_Py_SaveDxfTitle;Please select a file to save the DXF.;Selecteer een bestand om de DXF op te slaan.;Bitte wählen Sie eine Datei zum Speichern der DXF aus.;Veuillez sélectionner un fichier pour enregistrer le DXF.;Selezionare un file per salvare il DXF.;Seleccione un archivo para guardar el DXF.
Engraving_Py_SelectTwoBodies;Select at least two solid bodies (source first, then one or more targets).;Selecteer minimaal twee solide bodies (eerst de bron, daarna één of meer doelen).;Wählen Sie mindestens zwei Volumenkörper aus (zuerst die Quelle, dann ein oder mehrere Ziele).;Sélectionnez au moins deux corps solides (la source d'abord, puis une ou plusieurs cibles).;Selezionare almeno due corpi solidi (prima la sorgente, poi una o più destinazioni).;Seleccione al menos dos cuerpos sólidos (primero el origen, luego uno o más destinos).
Engraving_Py_SolidBodiesOnly;Select solid bodies only.;Selecteer alleen solide bodies.;Wählen Sie nur Volumenkörper aus.;Sélectionnez uniquement des corps solides.;Selezionare solo corpi solidi.;Seleccione únicamente cuerpos sólidos.
Engraving_Py_BodyNotInComponent;Body not in a component.;Body niet in een component.;Körper nicht in einer Komponente.;Corps absent d'un composant.;Corpo non in un componente.;El cuerpo no está en un componente.
Engraving_Py_NoTouchingFaces;No touching faces were found to imprint. Ensure bodies actually touch (coincident faces).;Geen rakende vlakken gevonden om af te drukken. Zorg dat de bodies elkaar daadwerkelijk raken (samenvallende vlakken).;Keine berührenden Flächen zum Aufprägen gefunden. Stellen Sie sicher, dass sich die Körper tatsächlich berühren (deckungsgleiche Flächen).;Aucune face en contact trouvée pour l'empreinte. Assurez-vous que les corps se touchent réellement (faces coïncidentes).;Nessuna faccia a contatto trovata per l'impronta. Assicurarsi che i corpi si tocchino effettivamente (facce coincidenti).;No se encontraron caras en contacto para imprimir. Asegúrese de que los cuerpos se toquen realmente (caras coincidentes).
Engraving_Py_Unsupported;Unsupported selection.;Niet-ondersteunde selectie.;Nicht unterstützte Auswahl.;Sélection non prise en charge.;Selezione non supportata.;Selección no admitida.
Engraving_Py_ImprintFinished;Imprint finished;Afdrukken voltooid;Aufprägen abgeschlossen;Empreinte terminée;Impronta completata;Impresión finalizada
Frame_Label_CustomProfile;Custom profile;Aangepast profiel;Benutzerdefiniertes Profil;Profil personnalisé;Profilo personalizzato;Perfil personalizado
Settings_Label_Version;Version {0}  (build {1});Versie {0}  (build {1});Version {0}  (Build {1});Version {0}  (build {1});Versione {0}  (build {1});Versión {0}  (compilación {1})
Fastener_Err_LoadBoltData;Failed to load bolt data. Check CSV path in settings.;Kan boutgegevens niet laden. Controleer het CSV-pad in de instellingen.;Bolzendaten konnten nicht geladen werden. Überprüfen Sie den CSV-Pfad in den Einstellungen.;Échec du chargement des données de boulon. Vérifiez le chemin CSV dans les paramètres.;Impossibile caricare i dati dei bulloni. Controllare il percorso CSV nelle impostazioni.;No se pudieron cargar los datos de pernos. Compruebe la ruta CSV en la configuración.
Fastener_Err_LoadWasherData;Failed to load washer data. Check CSV path in settings.;Kan ringgegevens niet laden. Controleer het CSV-pad in de instellingen.;Unterlegscheibendaten konnten nicht geladen werden. Überprüfen Sie den CSV-Pfad in den Einstellungen.;Échec du chargement des données de rondelle. Vérifiez le chemin CSV dans les paramètres.;Impossibile caricare i dati delle rondelle. Controllare il percorso CSV nelle impostazioni.;No se pudieron cargar los datos de arandelas. Compruebe la ruta CSV en la configuración.
